year,source,target,value
2017,UK,gas_exports,11335.707
2018,UK,gas_exports,7630.79
2019,UK,gas_exports,8032.966
total,UK,gas_exports,98709.14
2011,ME,gas_exports,0.0
2012,ME,gas_exports,0.0
2013,ME,gas_exports,0.0
2014,ME,gas_exports,0.0
2015,ME,gas_exports,0.0
2016,ME,gas_exports,0.0
2017,ME,gas_exports,0.0
2018,ME,gas_exports,0.0
2019,ME,gas_exports,0.0
2020,ME,gas_exports,0.0
total,ME,gas_exports,0.0
2011,MK,gas_exports,0.0
2012,MK,gas_exports,0.0
2013,MK,gas_exports,0.0
2014,MK,gas_exports,0.0
2015,MK,gas_exports,0.0
2016,MK,gas_exports,0.0
2017,MK,gas_exports,0.0
2018,MK,gas_exports,0.0
2019,MK,gas_exports,0.0
2020,MK,gas_exports,0.0
total,MK,gas_exports,0.0
2011,AL,gas_exports,0.0
2012,AL,gas_exports,0.0
2013,AL,gas_exports,0.0
2014,AL,gas_exports,0.0
2015,AL,gas_exports,0.0
2016,AL,gas_exports,0.0
2017,AL,gas_exports,0.0
2018,AL,gas_exports,0.0
2019,AL,gas_exports,0.0
2020,AL,gas_exports,0.0
total,AL,gas_exports,0.0
2011,RS,gas_exports,0.0
2012,RS,gas_exports,0.0
2013,RS,gas_exports,0.0
2014,RS,gas_exports,0.0
2015,RS,gas_exports,0.0
2016,RS,gas_exports,0.0
2017,RS,gas_exports,0.0
2018,RS,gas_exports,0.0
2019,RS,gas_exports,0.0
2020,RS,gas_exports,0.0
total,RS,gas_exports,0.0
2011,TR,gas_exports,713.0
2012,TR,gas_exports,615.0
2013,TR,gas_exports,683.0
2014,TR,gas_exports,633.0
2015,TR,gas_exports,624.0
2016,TR,gas_exports,675.0
2017,TR,gas_exports,630.0
2018,TR,gas_exports,674.0
2019,TR,gas_exports,763.0
2020,TR,gas_exports,577.31
total,TR,gas_exports,6587.31
2014,BA,gas_exports,0.0
2015,BA,gas_exports,0.0
2016,BA,gas_exports,0.0
2017,BA,gas_exports,0.0
2018,BA,gas_exports,0.0
2019,BA,gas_exports,0.0
2020,BA,gas_exports,0.0
total,BA,gas_exports,0.0
2011,XK,gas_exports,0.0
2012,XK,gas_exports,0.0
2013,XK,gas_exports,0.0
2014,XK,gas_exports,0.0
2015,XK,gas_exports,0.0
2016,XK,gas_exports,0.0
2017,XK,gas_exports,0.0
2018,XK,gas_exports,0.0
2019,XK,gas_exports,0.0
2020,XK,gas_exports,0.0
total,XK,gas_exports,0.0
2011,MD,gas_exports,0.0
2012,MD,gas_exports,0.0
2013,MD,gas_exports,0.0
2014,MD,gas_exports,0.0
2015,MD,gas_exports,0.0
2016,MD,gas_exports,0.0
2017,MD,gas_exports,0.0
2018,MD,gas_exports,0.0
2019,MD,gas_exports,0.0
2020,MD,gas_exports,0.0
total,MD,gas_exports,0.0
2011,UA,gas_exports,0.0
2012,UA,gas_exports,0.0
2013,UA,gas_exports,0.0
2014,UA,gas_exports,0.0
2015,UA,gas_exports,0.0
2016,UA,gas_exports,0.0
2017,UA,gas_exports,0.0
2018,UA,gas_exports,0.0
2019,UA,gas_exports,0.0
2020,UA,gas_exports,0.0
total,UA,gas_exports,0.0
2013,GE,gas_exports,0.0
2014,GE,gas_exports,0.0
2015,GE,gas_exports,98.301
2016,GE,gas_exports,0.0
2017,GE,gas_exports,0.0
2018,GE,gas_exports,0.0
2019,GE,gas_exports,0.0
2020,GE,gas_exports,0.0
total,GE,gas_exports,98.301
2011,solid_fossil_fuelsl_imports,BE,6558.0
2012,solid_fossil_fuelsl_imports,BE,5968.0
2013,solid_fossil_fuelsl_imports,BE,6070.0
2014,solid_fossil_fuelsl_imports,BE,5925.0
2015,solid_fossil_fuelsl_imports,BE,4920.7
2016,solid_fossil_fuelsl_imports,BE,4425.2
2017,solid_fossil_fuelsl_imports,BE,4320.7
2018,solid_fossil_fuelsl_imports,BE,4730.2
2019,solid_fossil_fuelsl_imports,BE,4619.4
2020,solid_fossil_fuelsl_imports,BE,3727.2
total,solid_fossil_fuelsl_imports,BE,51264.4
2011,solid_fossil_fuelsl_imports,BG,3362.0
2012,solid_fossil_fuelsl_imports,BG,2506.0
2013,solid_fossil_fuelsl_imports,BG,1618.0
2014,solid_fossil_fuelsl_imports,BG,1461.0
2015,solid_fossil_fuelsl_imports,BG,1137.0
2016,solid_fossil_fuelsl_imports,BG,859.0
2017,solid_fossil_fuelsl_imports,BG,960.401
2018,solid_fossil_fuelsl_imports,BG,897.079
2019,solid_fossil_fuelsl_imports,BG,620.281
2020,solid_fossil_fuelsl_imports,BG,661.034
total,solid_fossil_fuelsl_imports,BG,14081.795
2011,solid_fossil_fuelsl_imports,CZ,3769.0
2012,solid_fossil_fuelsl_imports,CZ,3501.0
2013,solid_fossil_fuelsl_imports,CZ,3635.0
2014,solid_fossil_fuelsl_imports,CZ,5585.0
2015,solid_fossil_fuelsl_imports,CZ,5046.0
2016,solid_fossil_fuelsl_imports,CZ,4718.0
2017,solid_fossil_fuelsl_imports,CZ,4796.189
2018,solid_fossil_fuelsl_imports,CZ,4758.695
2019,solid_fossil_fuelsl_imports,CZ,4449.049
2020,solid_fossil_fuelsl_imports,CZ,4318.885
total,solid_fossil_fuelsl_imports,CZ,44576.818
2011,solid_fossil_fuelsl_imports,DK,6159.0
2012,solid_fossil_fuelsl_imports,DK,4000.0
2013,solid_fossil_fuelsl_imports,DK,4973.0
2014,solid_fossil_fuelsl_imports,DK,4554.0
2015,solid_fossil_fuelsl_imports,DK,2772.426
2016,solid_fossil_fuelsl_imports,DK,2897.384
2017,solid_fossil_fuelsl_imports,DK,3085.752
2018,solid_fossil_fuelsl_imports,DK,2770.486
2019,solid_fossil_fuelsl_imports,DK,2396.234
2020,solid_fossil_fuelsl_imports,DK,1122.166
total,solid_fossil_fuelsl_imports,DK,34730.448
2011,solid_fossil_fuelsl_imports,DE,51916.0
2012,solid_fossil_fuelsl_imports,DE,52479.0
2013,solid_fossil_fuelsl_imports,DE,58034.0
2014,solid_fossil_fuelsl_imports,DE,57453.0
2015,solid_fossil_fuelsl_imports,DE,57637.0
2016,solid_fossil_fuelsl_imports,DE,60327.0
2017,solid_fossil_fuelsl_imports,DE,52935.0
2018,solid_fossil_fuelsl_imports,DE,47259.772
2019,solid_fossil_fuelsl_imports,DE,43007.711
2020,solid_fossil_fuelsl_imports,DE,31280.775
total,solid_fossil_fuelsl_imports,DE,512329.258
2011,solid_fossil_fuelsl_imports,EE,67.0
2012,solid_fossil_fuelsl_imports,EE,82.0
2013,solid_fossil_fuelsl_imports,EE,59.0
2014,solid_fossil_fuelsl_imports,EE,82.0
2015,solid_fossil_fuelsl_imports,EE,7.0
2016,solid_fossil_fuelsl_imports,EE,23.0
2017,solid_fossil_fuelsl_imports,EE,45.0
2018,solid_fossil_fuelsl_imports,EE,44.0
2019,solid_fossil_fuelsl_imports,EE,48.695
2020,solid_fossil_fuelsl_imports,EE,3.5
total,solid_fossil_fuelsl_imports,EE,461.195
2011,solid_fossil_fuelsl_imports,IE,2299.244
2012,solid_fossil_fuelsl_imports,IE,2242.108
2013,solid_fossil_fuelsl_imports,IE,2419.634
2014,solid_fossil_fuelsl_imports,IE,2023.712
2015,solid_fossil_fuelsl_imports,IE,2483.368
2016,solid_fossil_fuelsl_imports,IE,2043.413
2017,solid_fossil_fuelsl_imports,IE,2057.261
2018,solid_fossil_fuelsl_imports,IE,1428.275
2019,solid_fossil_fuelsl_imports,IE,421.652
2020,solid_fossil_fuelsl_imports,IE,441.615
total,solid_fossil_fuelsl_imports,IE,17860.282
2011,solid_fossil_fuelsl_imports,EL,506.0
2012,solid_fossil_fuelsl_imports,EL,413.0
2013,solid_fossil_fuelsl_imports,EL,441.0
2014,solid_fossil_fuelsl_imports,EL,336.0
2015,solid_fossil_fuelsl_imports,EL,257.0
2016,solid_fossil_fuelsl_imports,EL,312.0
2017,solid_fossil_fuelsl_imports,EL,411.305
2018,solid_fossil_fuelsl_imports,EL,379.265
2019,solid_fossil_fuelsl_imports,EL,326.51
2020,solid_fossil_fuelsl_imports,EL,304.352
total,solid_fossil_fuelsl_imports,EL,3686.432
2011,solid_fossil_fuelsl_imports,ES,16333.0
2012,solid_fossil_fuelsl_imports,ES,22582.0
2013,solid_fossil_fuelsl_imports,ES,13852.0
2014,solid_fossil_fuelsl_imports,ES,16642.0
2015,solid_fossil_fuelsl_imports,ES,19072.0
2016,solid_fossil_fuelsl_imports,ES,14016.0
2017,solid_fossil_fuelsl_imports,ES,19350.0
2018,solid_fossil_fuelsl_imports,ES,16543.0
2019,solid_fossil_fuelsl_imports,ES,9427.0
2020,solid_fossil_fuelsl_imports,ES,4856.0
total,solid_fossil_fuelsl_imports,ES,152673.0
2011,solid_fossil_fuelsl_imports,FR,17502.0
2012,solid_fossil_fuelsl_imports,FR,18508.0
2013,solid_fossil_fuelsl_imports,FR,18915.0
2014,solid_fossil_fuelsl_imports,FR,14834.0
2015,solid_fossil_fuelsl_imports,FR,13984.0
2016,solid_fossil_fuelsl_imports,FR,13108.0
2017,solid_fossil_fuelsl_imports,FR,15593.812
2018,solid_fossil_fuelsl_imports,FR,14095.619
2019,solid_fossil_fuelsl_imports,FR,10984.974
2020,solid_fossil_fuelsl_imports,FR,7703.882
total,solid_fossil_fuelsl_imports,FR,145229.287
2011,solid_fossil_fuelsl_imports,HR,1206.0
2012,solid_fossil_fuelsl_imports,HR,949.0
2013,solid_fossil_fuelsl_imports,HR,1251.0
2014,solid_fossil_fuelsl_imports,HR,1019.0
2015,solid_fossil_fuelsl_imports,HR,1056.0
2016,solid_fossil_fuelsl_imports,HR,1119.0
2017,solid_fossil_fuelsl_imports,HR,669.8
2018,solid_fossil_fuelsl_imports,HR,564.2
2019,solid_fossil_fuelsl_imports,HR,768.2
2020,solid_fossil_fuelsl_imports,HR,639.6
total,solid_fossil_fuelsl_imports,HR,9241.8
2011,solid_fossil_fuelsl_imports,IT,23504.0
2012,solid_fossil_fuelsl_imports,IT,24501.0
2013,solid_fossil_fuelsl_imports,IT,21066.0
2014,solid_fossil_fuelsl_imports,IT,21147.0
2015,solid_fossil_fuelsl_imports,IT,20316.0
2016,solid_fossil_fuelsl_imports,IT,17693.0
2017,solid_fossil_fuelsl_imports,IT,15920.448
2018,solid_fossil_fuelsl_imports,IT,14804.231
2019,solid_fossil_fuelsl_imports,IT,10844.556
2020,solid_fossil_fuelsl_imports,IT,7607.659
total,solid_fossil_fuelsl_imports,IT,177403.894
2011,solid_fossil_fuelsl_imports,CY,1.0
2012,solid_fossil_fuelsl_imports,CY,1.0
2013,solid_fossil_fuelsl_imports,CY,1.0
2014,solid_fossil_fuelsl_imports,CY,5.0
2015,solid_fossil_fuelsl_imports,CY,6.0
2016,solid_fossil_fuelsl_imports,CY,0.0
2017,solid_fossil_fuelsl_imports,CY,16.5
2018,solid_fossil_fuelsl_imports,CY,22.0
2019,solid_fossil_fuelsl_imports,CY,32.454
2020,solid_fossil_fuelsl_imports,CY,23.643
total,solid_fossil_fuelsl_imports,CY,108.597
2011,solid_fossil_fuelsl_imports,LV,186.0
2012,solid_fossil_fuelsl_imports,LV,150.0
2013,solid_fossil_fuelsl_imports,LV,120.0
2014,solid_fossil_fuelsl_imports,LV,85.0
2015,solid_fossil_fuelsl_imports,LV,71.0
2016,solid_fossil_fuelsl_imports,LV,67.0
2017,solid_fossil_fuelsl_imports,LV,67.905
2018,solid_fossil_fuelsl_imports,LV,81.612
2019,solid_fossil_fuelsl_imports,LV,79.463
2020,solid_fossil_fuelsl_imports,LV,39.767
total,solid_fossil_fuelsl_imports,LV,947.747
2011,solid_fossil_fuelsl_imports,LT,414.0
2012,solid_fossil_fuelsl_imports,LT,340.0
2013,solid_fossil_fuelsl_imports,LT,440.0
2014,solid_fossil_fuelsl_imports,LT,318.0
2015,solid_fossil_fuelsl_imports,LT,240.0
2016,solid_fossil_fuelsl_imports,LT,241.0
2017,solid_fossil_fuelsl_imports,LT,290.8
2018,solid_fossil_fuelsl_imports,LT,282.4
2019,solid_fossil_fuelsl_imports,LT,302.3
2020,solid_fossil_fuelsl_imports,LT,194.1
total,solid_fossil_fuelsl_imports,LT,3062.6
2011,solid_fossil_fuelsl_imports,LU_CAP,99.195
2012,solid_fossil_fuelsl_imports,LU_CAP,91.738
2013,solid_fossil_fuelsl_imports,LU_CAP,84.571
2014,solid_fossil_fuelsl_imports,LU_CAP,94.9
2015,solid_fossil_fuelsl_imports,LU_CAP,83.86
2016,solid_fossil_fuelsl_imports,LU_CAP,93.136
2017,solid_fossil_fuelsl_imports,LU_CAP,78.03
2018,solid_fossil_fuelsl_imports,LU_CAP,72.536
2019,solid_fossil_fuelsl_imports,LU_CAP,73.365
2020,solid_fossil_fuelsl_imports,LU_CAP,74.408
total,solid_fossil_fuelsl_imports,LU_CAP,845.739
2011,solid_fossil_fuelsl_imports,HU,1891.0
2012,solid_fossil_fuelsl_imports,HU,1796.0
2013,solid_fossil_fuelsl_imports,HU,1581.0
2014,solid_fossil_fuelsl_imports,HU,1596.0
2015,solid_fossil_fuelsl_imports,HU,1649.0
2016,solid_fossil_fuelsl_imports,HU,1608.0
2017,solid_fossil_fuelsl_imports,HU,1874.0
2018,solid_fossil_fuelsl_imports,HU,1838.0
2019,solid_fossil_fuelsl_imports,HU,1563.0
2020,solid_fossil_fuelsl_imports,HU,1343.0
total,solid_fossil_fuelsl_imports,HU,16739.0
2011,solid_fossil_fuelsl_imports,MT001,0.0
2012,solid_fossil_fuelsl_imports,MT001,0.0
2013,solid_fossil_fuelsl_imports,MT001,0.0
2014,solid_fossil_fuelsl_imports,MT001,0.0
2015,solid_fossil_fuelsl_imports,MT001,0.0
2016,solid_fossil_fuelsl_imports,MT001,0.0
2017,solid_fossil_fuelsl_imports,MT001,0.0
2018,solid_fossil_fuelsl_imports,MT001,0.0
2019,solid_fossil_fuelsl_imports,MT001,0.0
2020,solid_fossil_fuelsl_imports,MT001,0.0
total,solid_fossil_fuelsl_imports,MT001,0.0
2011,solid_fossil_fuelsl_imports,NL,12081.756
2012,solid_fossil_fuelsl_imports,NL,13104.988
2013,solid_fossil_fuelsl_imports,NL,13150.59
2014,solid_fossil_fuelsl_imports,NL,15600.113
2015,solid_fossil_fuelsl_imports,NL,17483.644
2016,solid_fossil_fuelsl_imports,NL,16476.983
2017,solid_fossil_fuelsl_imports,NL,15011.545
2018,solid_fossil_fuelsl_imports,NL,13160.453
2019,solid_fossil_fuelsl_imports,NL,10464.334
2020,solid_fossil_fuelsl_imports,NL,6103.283
total,solid_fossil_fuelsl_imports,NL,132637.689
2011,solid_fossil_fuelsl_imports,AT,4637.746
2012,solid_fossil_fuelsl_imports,AT,4952.506
2013,solid_fossil_fuelsl_imports,AT,4594.823
2014,solid_fossil_fuelsl_imports,AT,4548.633
2015,solid_fossil_fuelsl_imports,AT,4142.823
2016,solid_fossil_fuelsl_imports,AT,4303.615
2017,solid_fossil_fuelsl_imports,AT,4647.085
2018,solid_fossil_fuelsl_imports,AT,4031.04
2019,solid_fossil_fuelsl_imports,AT,4108.781
2020,solid_fossil_fuelsl_imports,AT,3601.244
total,solid_fossil_fuelsl_imports,AT,43568.296
2011,solid_fossil_fuelsl_imports,PL,15215.0
2012,solid_fossil_fuelsl_imports,PL,10482.0
2013,solid_fossil_fuelsl_imports,PL,10941.0
2014,solid_fossil_fuelsl_imports,PL,10872.0
2015,solid_fossil_fuelsl_imports,PL,8721.0
2016,solid_fossil_fuelsl_imports,PL,8734.0
2017,solid_fossil_fuelsl_imports,PL,13385.213
2018,solid_fossil_fuelsl_imports,PL,19740.816
2019,solid_fossil_fuelsl_imports,PL,17165.953
2020,solid_fossil_fuelsl_imports,PL,13129.897
total,solid_fossil_fuelsl_imports,PL,128386.879
2011,solid_fossil_fuelsl_imports,PT,3598.0
2012,solid_fossil_fuelsl_imports,PT,5036.0
2013,solid_fossil_fuelsl_imports,PT,4246.0
2014,solid_fossil_fuelsl_imports,PT,4388.0
2015,solid_fossil_fuelsl_imports,PT,5428.0
2016,solid_fossil_fuelsl_imports,PT,4924.0
2017,solid_fossil_fuelsl_imports,PT,5722.683
2018,solid_fossil_fuelsl_imports,PT,4505.572
2019,solid_fossil_fuelsl_imports,PT,2584.372
2020,solid_fossil_fuelsl_imports,PT,15.467
total,solid_fossil_fuelsl_imports,PT,40448.094
2011,solid_fossil_fuelsl_imports,RO,1794.0
2012,solid_fossil_fuelsl_imports,RO,2031.0
2013,solid_fossil_fuelsl_imports,RO,1820.0
2014,solid_fossil_fuelsl_imports,RO,1822.0
2015,solid_fossil_fuelsl_imports,RO,1941.0
2016,solid_fossil_fuelsl_imports,RO,1819.0
2017,solid_fossil_fuelsl_imports,RO,1623.972
2018,solid_fossil_fuelsl_imports,RO,1494.215
2019,solid_fossil_fuelsl_imports,RO,1837.099
2020,solid_fossil_fuelsl_imports,RO,1289.266
total,solid_fossil_fuelsl_imports,RO,17471.552
2011,solid_fossil_fuelsl_imports,SI,558.0
2012,solid_fossil_fuelsl_imports,SI,658.0
2013,solid_fossil_fuelsl_imports,SI,586.0
2014,solid_fossil_fuelsl_imports,SI,486.0
2015,solid_fossil_fuelsl_imports,SI,434.0
2016,solid_fossil_fuelsl_imports,SI,413.0
2017,solid_fossil_fuelsl_imports,SI,413.793
2018,solid_fossil_fuelsl_imports,SI,450.738
2019,solid_fossil_fuelsl_imports,SI,459.297
2020,solid_fossil_fuelsl_imports,SI,387.617
total,solid_fossil_fuelsl_imports,SI,4846.445
2011,solid_fossil_fuelsl_imports,SK,5063.0
2012,solid_fossil_fuelsl_imports,SK,5140.0
2013,solid_fossil_fuelsl_imports,SK,4500.0
2014,solid_fossil_fuelsl_imports,SK,4500.0
2015,solid_fossil_fuelsl_imports,SK,4317.0
2016,solid_fossil_fuelsl_imports,SK,4244.0
2017,solid_fossil_fuelsl_imports,SK,4665.0
2018,solid_fossil_fuelsl_imports,SK,4890.0
2019,solid_fossil_fuelsl_imports,SK,4133.0
2020,solid_fossil_fuelsl_imports,SK,3221.0
total,solid_fossil_fuelsl_imports,SK,44673.0
2011,solid_fossil_fuelsl_imports,FI,7414.0
2012,solid_fossil_fuelsl_imports,FI,4229.0
2013,solid_fossil_fuelsl_imports,FI,5440.0
2014,solid_fossil_fuelsl_imports,FI,5865.0
2015,solid_fossil_fuelsl_imports,FI,4047.0
2016,solid_fossil_fuelsl_imports,FI,4335.0
2017,solid_fossil_fuelsl_imports,FI,4225.0
2018,solid_fossil_fuelsl_imports,FI,4420.0
2019,solid_fossil_fuelsl_imports,FI,3478.0
2020,solid_fossil_fuelsl_imports,FI,2733.0
total,solid_fossil_fuelsl_imports,FI,46186.0
2011,solid_fossil_fuelsl_imports,SE,3290.0
2012,solid_fossil_fuelsl_imports,SE,2373.0
2013,solid_fossil_fuelsl_imports,SE,2638.0
2014,solid_fossil_fuelsl_imports,SE,2872.0
2015,solid_fossil_fuelsl_imports,SE,2878.0
2016,solid_fossil_fuelsl_imports,SE,3203.0
2017,solid_fossil_fuelsl_imports,SE,2827.0
2018,solid_fossil_fuelsl_imports,SE,2952.0
2019,solid_fossil_fuelsl_imports,SE,2824.0
2020,solid_fossil_fuelsl_imports,SE,2154.0
total,solid_fossil_fuelsl_imports,SE,28011.0
2011,solid_fossil_fuelsl_imports,IS,134.0
2012,solid_fossil_fuelsl_imports,IS,147.0
2013,solid_fossil_fuelsl_imports,IS,147.0
2014,solid_fossil_fuelsl_imports,IS,131.0
2015,solid_fossil_fuelsl_imports,IS,140.0
2016,solid_fossil_fuelsl_imports,IS,145.615
2017,solid_fossil_fuelsl_imports,IS,146.169
2018,solid_fossil_fuelsl_imports,IS,169.839
2019,solid_fossil_fuelsl_imports,IS,160.24
2020,solid_fossil_fuelsl_imports,IS,140.128
total,solid_fossil_fuelsl_imports,IS,1460.991
2014,solid_fossil_fuelsl_imports,LI000,0.0
2015,solid_fossil_fuelsl_imports,LI000,0.0
2016,solid_fossil_fuelsl_imports,LI000,0.0
2017,solid_fossil_fuelsl_imports,LI000,0.0
2018,solid_fossil_fuelsl_imports,LI000,0.0
2019,solid_fossil_fuelsl_imports,LI000,0.0
2020,solid_fossil_fuelsl_imports,LI000,0.0
total,solid_fossil_fuelsl_imports,LI000,0.0
2011,solid_fossil_fuelsl_imports,NO,1164.0
2012,solid_fossil_fuelsl_imports,NO,1192.0
2013,solid_fossil_fuelsl_imports,NO,1061.0
2014,solid_fossil_fuelsl_imports,NO,1216.0
2015,solid_fossil_fuelsl_imports,NO,1120.0
2016,solid_fossil_fuelsl_imports,NO,1086.0
2017,solid_fossil_fuelsl_imports,NO,1192.0
2018,solid_fossil_fuelsl_imports,NO,1162.02
2019,solid_fossil_fuelsl_imports,NO,1153.499
2020,solid_fossil_fuelsl_imports,NO,1172.414
total,solid_fossil_fuelsl_imports,NO,11518.933
2011,solid_fossil_fuelsl_imports,UK,32576.0
2012,solid_fossil_fuelsl_imports,UK,45022.0
2013,solid_fossil_fuelsl_imports,UK,51445.0
2014,solid_fossil_fuelsl_imports,UK,43164.0
2015,solid_fossil_fuelsl_imports,UK,23651.0
2016,solid_fossil_fuelsl_imports,UK,10166.0
2017,solid_fossil_fuelsl_imports,UK,9497.0
2018,solid_fossil_fuelsl_imports,UK,11124.0
2019,solid_fossil_fuelsl_imports,UK,7404.0
total,solid_fossil_fuelsl_imports,UK,234049.0
2011,solid_fossil_fuelsl_imports,ME,0.0
2012,solid_fossil_fuelsl_imports,ME,1.0
2013,solid_fossil_fuelsl_imports,ME,3.0
2014,solid_fossil_fuelsl_imports,ME,3.0
2015,solid_fossil_fuelsl_imports,ME,5.0
2016,solid_fossil_fuelsl_imports,ME,5.0
2017,solid_fossil_fuelsl_imports,ME,5.0
2018,solid_fossil_fuelsl_imports,ME,5.1
2019,solid_fossil_fuelsl_imports,ME,5.3
2020,solid_fossil_fuelsl_imports,ME,5.7
total,solid_fossil_fuelsl_imports,ME,38.1
2011,solid_fossil_fuelsl_imports,MK,296.0
2012,solid_fossil_fuelsl_imports,MK,292.0
2013,solid_fossil_fuelsl_imports,MK,287.0
2014,solid_fossil_fuelsl_imports,MK,282.0
2015,solid_fossil_fuelsl_imports,MK,190.0
2016,solid_fossil_fuelsl_imports,MK,218.331
2017,solid_fossil_fuelsl_imports,MK,165.531
2018,solid_fossil_fuelsl_imports,MK,213.803
2019,solid_fossil_fuelsl_imports,MK,228.464
2020,solid_fossil_fuelsl_imports,MK,174.411
total,solid_fossil_fuelsl_imports,MK,2347.54
2011,solid_fossil_fuelsl_imports,AL,212.0
2012,solid_fossil_fuelsl_imports,AL,117.0
2013,solid_fossil_fuelsl_imports,AL,102.0
2014,solid_fossil_fuelsl_imports,AL,133.0
2015,solid_fossil_fuelsl_imports,AL,102.0
2016,solid_fossil_fuelsl_imports,AL,81.0
2017,solid_fossil_fuelsl_imports,AL,80.45
2018,solid_fossil_fuelsl_imports,AL,131.972
2019,solid_fossil_fuelsl_imports,AL,121.026
2020,solid_fossil_fuelsl_imports,AL,137.43
total,solid_fossil_fuelsl_imports,AL,1217.878
2011,solid_fossil_fuelsl_imports,RS,1470.0
2012,solid_fossil_fuelsl_imports,RS,837.0
2013,solid_fossil_fuelsl_imports,RS,598.0
2014,solid_fossil_fuelsl_imports,RS,914.0
2015,solid_fossil_fuelsl_imports,RS,1502.0
2016,solid_fossil_fuelsl_imports,RS,1190.0
2017,solid_fossil_fuelsl_imports,RS,1362.38
2018,solid_fossil_fuelsl_imports,RS,1405.988
2019,solid_fossil_fuelsl_imports,RS,1445.298
2020,solid_fossil_fuelsl_imports,RS,1011.717
total,solid_fossil_fuelsl_imports,RS,11736.383
2011,solid_fossil_fuelsl_imports,TR,23987.0
2012,solid_fossil_fuelsl_imports,TR,29573.0
2013,solid_fossil_fuelsl_imports,TR,27164.0
2014,solid_fossil_fuelsl_imports,TR,30168.0
2015,solid_fossil_fuelsl_imports,TR,34547.0
2016,solid_fossil_fuelsl_imports,TR,36806.0
2017,solid_fossil_fuelsl_imports,TR,39085.114
2018,solid_fossil_fuelsl_imports,TR,39143.0
2019,solid_fossil_fuelsl_imports,TR,38806.585
2020,solid_fossil_fuelsl_imports,TR,40785.182
total,solid_fossil_fuelsl_imports,TR,340064.881
2014,solid_fossil_fuelsl_imports,BA,1437.0
2015,solid_fossil_fuelsl_imports,BA,1415.0
2016,solid_fossil_fuelsl_imports,BA,1406.0
2017,solid_fossil_fuelsl_imports,BA,1517.0
2018,solid_fossil_fuelsl_imports,BA,1601.638
2019,solid_fossil_fuelsl_imports,BA,1693.769
2020,solid_fossil_fuelsl_imports,BA,1361.368
total,solid_fossil_fuelsl_imports,BA,10431.775
2011,solid_fossil_fuelsl_imports,XK,84.0
2012,solid_fossil_fuelsl_imports,XK,122.0
2013,solid_fossil_fuelsl_imports,XK,24.0
2014,solid_fossil_fuelsl_imports,XK,16.0
2015,solid_fossil_fuelsl_imports,XK,14.0
2016,solid_fossil_fuelsl_imports,XK,4.0
2017,solid_fossil_fuelsl_imports,XK,10.754
2018,solid_fossil_fuelsl_imports,XK,10.024
2019,solid_fossil_fuelsl_imports,XK,11.349
2020,solid_fossil_fuelsl_imports,XK,24.809
total,solid_fossil_fuelsl_imports,XK,320.936
2011,solid_fossil_fuelsl_imports,MD,207.0
2012,solid_fossil_fuelsl_imports,MD,185.0
2013,solid_fossil_fuelsl_imports,MD,259.0
2014,solid_fossil_fuelsl_imports,MD,148.0
2015,solid_fossil_fuelsl_imports,MD,166.0
2016,solid_fossil_fuelsl_imports,MD,99.0
2017,solid_fossil_fuelsl_imports,MD,200.0
2018,solid_fossil_fuelsl_imports,MD,144.0
2019,solid_fossil_fuelsl_imports,MD,147.0
2020,solid_fossil_fuelsl_imports,MD,133.0
total,solid_fossil_fuelsl_imports,MD,1688.0
2011,solid_fossil_fuelsl_imports,UA,12886.0
2012,solid_fossil_fuelsl_imports,UA,15265.0
2013,solid_fossil_fuelsl_imports,UA,14910.0
2014,solid_fossil_fuelsl_imports,UA,16332.0
2015,solid_fossil_fuelsl_imports,UA,16637.0
2016,solid_fossil_fuelsl_imports,UA,17259.0
2017,solid_fossil_fuelsl_imports,UA,21328.0
2018,solid_fossil_fuelsl_imports,UA,22227.0
2019,solid_fossil_fuelsl_imports,UA,21959.3
2020,solid_fossil_fuelsl_imports,UA,17333.2
total,solid_fossil_fuelsl_imports,UA,176136.5
2013,solid_fossil_fuelsl_imports,GE,233.0
2014,solid_fossil_fuelsl_imports,GE,257.0
2015,solid_fossil_fuelsl_imports,GE,232.0
2016,solid_fossil_fuelsl_imports,GE,251.0
2017,solid_fossil_fuelsl_imports,GE,297.1
2018,solid_fossil_fuelsl_imports,GE,420.0
2019,solid_fossil_fuelsl_imports,GE,398.885
2020,solid_fossil_fuelsl_imports,GE,279.016
total,solid_fossil_fuelsl_imports,GE,2368.001
2011,BE,biofuel_exports,0.0
2012,BE,biofuel_exports,0.0
2013,BE,biofuel_exports,0.0
2014,BE,biofuel_exports,0.0
2015,BE,biofuel_exports,0.0
2016,BE,biofuel_exports,0.0
2017,BE,biofuel_exports,0.0
2018,BE,biofuel_exports,0.0
2019,BE,biofuel_exports,0.0
2020,BE,biofuel_exports,0.0
total,BE,biofuel_exports,0.0
2011,BG,biofuel_exports,0.0
2012,BG,biofuel_exports,37.766
2013,BG,biofuel_exports,70.371
2014,BG,biofuel_exports,154.896
2015,BG,biofuel_exports,156.565
2016,BG,biofuel_exports,127.686
2017,BG,biofuel_exports,153.706
2018,BG,biofuel_exports,161.393
2019,BG,biofuel_exports,185.319
2020,BG,biofuel_exports,175.16
total,BG,biofuel_exports,1222.862
2011,CZ,biofuel_exports,111.0
2012,CZ,biofuel_exports,128.0
2013,CZ,biofuel_exports,131.0
